"Object Count","Layer Name","Object Name","Object ID","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"227","centres","","4defce62-d203-452b-94e3-6abd597dda5b","point","18727.154287,20581.130593,0.000000","","","",""
"228","centres","","4e576413-209e-4b80-8d3f-052e23b03ced","point","16326.084379,19674.320540,0.000000","","","",""
"229","centres","","4e5f8cbd-8155-4c31-a8b5-4f58a901eb0c","point","15615.815311,20996.292091,0.000000","","","",""
"230","centres","","4eb3027a-f2fc-41d0-9f80-bc3dcb15aff1","point","18242.984229,20058.520972,0.000000","","","",""
"231","centres","","4eb64abe-130e-4ba1-b09e-63fa7b823dc1","point","18772.052536,20737.825922,0.000000","","","",""
"232","centres","","4ebec506-17ee-4028-a1e7-72712abe4fb6","point","15438.011609,21321.307145,0.000000","","","",""
"233","centres","","4f03557c-df61-4988-ba2e-27cc7b287a73","point","15483.355354,21007.002901,0.000000","","","",""
"234","centres","","4f186fe7-fa14-4c05-a977-e0747210a9c2","point","16402.600315,19621.983000,0.000000","","","",""
"235","centres","","4f89e821-0573-4d25-a7a2-797a847657aa","point","14638.150049,21689.175279,0.000000","","","",""
"236","centres","","4f98ceb5-3ed5-4d14-945e-36c0cd41b392","point","15979.979627,19349.245312,0.000000","","","",""
"237","centres","","50acc461-17e9-4d78-9e82-4bee70106d0e","point","16095.040700,20156.278243,0.000000","","","",""
"238","centres","","51b0fce9-7405-4f59-b707-68508f3d4d7f","point","15884.974042,19300.473256,0.000000","","","",""
"239","centres","","52005000-239b-4e54-8647-9917e16aa5f4","point","16951.343805,20982.820458,0.000000","","","",""
"240","centres","","52079be6-10d2-4d2d-95a1-a31c1f5b9d7e","point","15971.789731,20868.835419,0.000000","","","",""
"241","centres","","520b6f9e-c2ce-4207-af54-23e578a4b260","point","16145.487224,20073.003169,0.000000","","","",""
"242","centres","","52c318c7-653a-43cd-a436-a2340fbf1c21","point","17669.985664,20919.231819,0.000000","","","",""
"243","centres","","532be290-4492-4529-aeb6-68ebe788e094","point","17752.224376,20432.217245,0.000000","","","",""
"244","centres","","5350a15f-2c7f-4e53-adee-37ae135adaee","point","17612.099161,20779.811260,0.000000","","","",""
"245","centres","","535e9b85-2053-4b93-b8dd-6590a3a131b7","point","18035.271153,20332.152263,0.000000","","","",""
"246","centres","","54049494-d26e-4740-9f07-9b440225651f","point","15284.005633,20750.267898,0.000000","","","",""
"247","centres","","542fc170-c6ff-49ae-8bfd-52218d6f08a2","point","15669.647095,20492.333780,0.000000","","","",""
"248","centres","","54566975-9467-429d-9b3f-a2cc08380a69","point","17871.890348,19898.423149,0.000000","","","",""
"249","centres","","5495215b-738b-4132-9577-9fb146a8ec41","point","18488.545467,21608.436095,0.000000","","","",""
"250","centres","","54a23f4a-325e-482e-99d3-ab3b621f75d2","point","17822.942241,20498.417496,0.000000","","","",""
"251","centres","","54f5dfba-9ff2-4f72-a9bb-7bd85d4ef2b7","point","16247.666285,19671.530871,0.000000","","","",""
"252","centres","","55d813b3-98f2-4a94-847b-6a0c5b9c7b13","point","15161.382195,20994.486963,0.000000","","","",""
"253","centres","","55edea6e-f600-44ad-af5a-5f847f641888","point","15773.672322,19527.336594,0.000000","","","",""
"254","centres","","5662c204-8437-4c31-b312-ae720ccff503","point","17865.721151,20752.469298,0.000000","","","",""
"255","centres","","567e59c0-5698-43cc-beb2-44c8631783d2","point","16738.670947,19326.108092,0.000000","","","",""
"256","centres","","571f6d90-bdae-4db7-8aea-93598a159ddd","point","16405.344248,19677.144170,0.000000","","","",""
"257","centres","","57566469-a1e8-4260-a8a4-2baa7951de33","point","17896.918150,21442.457996,0.000000","","","",""
"258","centres","","5760d4a3-e534-4639-a931-b505459eae08","point","15140.601220,20767.299172,0.000000","","","",""
"259","centres","","5793ce80-d49d-4141-bc56-334e91553362","point","14963.965753,21114.538422,0.000000","","","",""
"260","centres","","579fd677-161b-4ce7-8824-70eb423a128d","point","17467.323267,20076.802990,0.000000","","","",""
"261","centres","","57d24aa7-fadb-4f52-bd19-04c83305f41b","point","15284.149944,20950.776006,0.000000","","","",""
"262","centres","","5813bc29-4743-4ba2-8ce3-151553588100","point","17797.451899,19830.270526,0.000000","","","",""
"263","centres","","583384cc-d672-47b4-8ad9-a558e5ce2f0d","point","16722.920740,19792.183949,0.000000","","","",""
"264","centres","","59862302-1879-452f-ba91-d966b49ed370","point","17431.694630,19701.018503,0.000000","","","",""
"265","centres","","59a7e674-2781-4d11-9201-9bf570d7c725","point","17440.271807,20927.098990,0.000000","","","",""
"266","centres","","59cead5d-91ef-4bda-8a2f-377272822fa2","point","15956.822038,19271.200505,0.000000","","","",""
"267","centres","","59d6b799-7426-4429-bc22-791683cf34d9","point","15094.872003,21572.734632,0.000000","","","",""
"268","centres","","5a0bc958-05be-4634-a6b4-2bc2aee5e92f","point","17708.803687,20985.364140,0.000000","","","",""
"269","centres","","5a5d1caa-3fc8-4b81-90a0-7aafdaf646f5","point","15224.960747,21971.597587,0.000000","","","",""
"270","centres","","5aa5fd9f-1848-4364-82af-69bf4f58e3e9","point","17826.840564,20994.556011,0.000000","","","",""
"271","centres","","5aeb8cf5-ee3b-4ceb-a867-c80e4018b440","point","15823.038697,19339.464808,0.000000","","","",""
"272","centres","","5b1f253a-1cf0-4afd-8bfe-07dca798de1b","point","15903.881029,19640.653689,0.000000","","","",""
"273","centres","","5b36f250-676a-4c72-abb3-477502e240bb","point","18640.381069,20973.875601,0.000000","","","",""
"274","centres","","5bc831d3-514e-45a3-9246-400335140369","point","15889.835760,18788.671172,0.000000","","","",""
"275","centres","","5bda0e7b-468c-4065-8109-17032959bffe","point","16270.279318,20116.122235,0.000000","","","",""
"276","centres","","5c673043-8243-446b-b962-16248513abf5","point","15693.896267,20074.383944,0.000000","","","",""
"277","centres","","5d3f7a80-994e-411d-b99b-8204bf9be7be","point","16015.184065,20152.940383,0.000000","","","",""
"278","centres","","5d567c60-435c-4ee3-a1df-1e49b70a9551","point","16226.932924,19026.336949,0.000000","","","",""
"279","centres","","5ddb7faf-5239-4690-bf65-ca69e428cb5d","point","15688.240464,18730.707227,0.000000","","","",""
"280","centres","","5e464a6d-d0de-4d06-a370-3e2f39bdc50f","point","17109.195604,21063.008080,0.000000","","","",""
"281","centres","","5f49cdbf-f63f-4714-9239-597afd5b2af4","point","16165.721531,18866.360161,0.000000","","","",""
"282","centres","","5f894aac-19ea-4bcd-b884-e610c14b4bb6","point","16261.263352,19834.617876,0.000000","","","",""
"283","centres","","5fb066f8-0859-4f61-b1a9-b84fa1913df4","point","18877.967032,20694.105093,0.000000","","","",""
"284","centres","","5fc58918-ce2d-4296-baeb-99beb27675e4","point","16028.243166,19256.864863,0.000000","","","",""
"285","centres","","5ff45fa3-b691-4095-9713-cf54ecf59743","point","17522.979622,19778.675314,0.000000","","","",""
"286","centres","","601fc5f1-ba9b-40ba-b08d-da42d03a6785","point","18552.254084,21641.596344,0.000000","","","",""
"287","centres","","60bfaf7e-c79e-4b62-8526-cb2d0d0f561a","point","15620.230502,18934.442147,0.000000","","","",""
"288","centres","","60def251-8c3a-41af-a784-360eeb2ef900","point","15357.970126,21306.979319,0.000000","","","",""
"289","centres","","614ef354-1e9d-4a94-a251-6deabd7c4a44","point","16549.605411,19290.028337,0.000000","","","",""
"290","centres","","621269d9-7f5f-4d8f-a316-732095f891f4","point","19419.746153,20762.742364,0.000000","","","",""
"291","centres","","62359497-ac52-4fb0-993f-e20d3ee444e3","point","16644.452310,19685.640901,0.000000","","","",""
"292","centres","","6248fa36-39fc-44fd-acb2-8281ad4b8dbe","point","18377.912186,20194.570824,0.000000","","","",""
"293","centres","","62b5162e-5ab9-4aea-9a2c-1455309f0482","point","17657.780624,20169.554440,0.000000","","","",""
"294","centres","","62f31e2c-f272-4a01-bd85-ca6810cc3d73","point","18442.192669,21113.712453,0.000000","","","",""
"295","centres","","635fa3c9-2523-451e-bad8-ab8ff36abb85","point","18551.671636,21096.175491,0.000000","","","",""
"296","centres","","63a7c44e-cea3-4c7b-bf59-9c57c5ccf6ac","point","17067.450009,20947.005683,0.000000","","","",""
"297","centres","","64011d87-d940-46e5-abfd-aae7ff1f79b0","point","14684.601192,21917.255598,0.000000","","","",""
"298","centres","","6452fde4-a781-4881-bf8c-1d36558389c7","point","16159.205346,20149.559385,0.000000","","","",""
"299","centres","","64606e1e-5d93-4147-bc2b-8418ebc16573","point","14950.987913,21056.187088,0.000000","","","",""
"300","centres","","64c2e350-3813-497d-b315-e83b3861e365","point","18427.636299,21575.143771,0.000000","","","",""
"301","centres","","64e2347a-8f0c-41f6-9612-611831294733","point","19034.169929,21075.834197,0.000000","","","",""
"302","centres","","64ebf832-856b-40d9-a08d-894aabb5f634","point","19281.875723,20843.492375,0.000000","","","",""
"303","centres","","64fea2c6-f2d9-4494-8e9d-f2c1f4702ec0","point","18252.715697,20837.628208,0.000000","","","",""
"304","centres","","650c9b06-e90e-4010-a555-61d869a8b663","point","16700.805269,19465.375023,0.000000","","","",""
"305","centres","","651b4dae-9a80-4cdb-96be-a866bc956cc7","point","18071.922715,21010.403307,0.000000","","","",""
"306","centres","","65584b62-f524-4a28-9592-aa7cccddac95","point","17543.962182,20884.783831,0.000000","","","",""
"307","centres","","6600a7ed-ec66-4811-be62-0bb0f6742f83","point","17973.672128,20785.473277,0.000000","","","",""
"308","centres","","66d75cf6-fdcf-4694-8360-581af47655cd","point","19324.182932,21005.660038,0.000000","","","",""
"309","centres","","67dcac09-b089-4894-a736-9ccc21733936","point","16639.522871,19589.724417,0.000000","","","",""
"310","centres","","67f46ee9-ddca-4524-af1a-b9130cef0de2","point","19395.687491,20850.977220,0.000000","","","",""
"311","centres","","68a6e484-e3af-445d-9793-44687bd3010c","point","17575.551513,20483.993341,0.000000","","","",""
"312","centres","","68bfb1d9-db11-4aaa-91e1-ef255f6dd11b","point","16398.860556,19732.227446,0.000000","","","",""
"313","centres","","698a960c-d921-4234-be38-5d32429641b7","point","19072.464543,21026.787765,0.000000","","","",""
"314","centres","","69a5a372-33ee-43c2-937f-fa7ac1d44ee8","point","15856.962754,18921.781830,0.000000","","","",""
"315","centres","","69d2cbcc-97c3-44bc-bd48-85671979e209","point","18104.943505,20368.365094,0.000000","","","",""
"316","centres","","6b231bcd-78a3-4169-9288-037d93a4919a","point","17550.537326,19934.709270,0.000000","","","",""
"317","centres","","6b2bb19d-f44c-4b04-afe7-37f0043a987f","point","18467.452348,21271.163588,0.000000","","","",""
"318","centres","","6b5b4036-b7a5-412c-b1f3-58dbeaa8502f","point","15913.828244,20213.590152,0.000000","","","",""
"319","centres","","6b66c413-f50f-4e90-899a-fa8dd3b3e582","point","17939.183008,19959.882567,0.000000","","","",""
"320","centres","","6b725937-dd2e-4e32-982d-0aa7f91f6c81","point","16239.666673,20212.687555,0.000000","","","",""
"321","centres","","6c4c151b-8f51-4b54-bdd9-dcb8ef481dfc","point","16560.715024,19600.840470,0.000000","","","",""
"322","centres","","6c7499eb-c329-4865-864b-4f5300fa3baa","point","16273.420746,19511.187081,0.000000","","","",""
"323","centres","","6ca5f70e-24fb-4165-9cc8-6a949ce4f62e","point","15960.656884,19537.789207,0.000000","","","",""
"324","centres","","6d4c77f2-7d9a-42a7-bf69-7fc08d245f67","point","18149.076989,20757.514020,0.000000","","","",""
"325","centres","","6d9069e5-9a89-4720-b510-450507478a1b","point","17963.094090,20153.167771,0.000000","","","",""
"326","centres","","6dd53a69-236d-44ef-bf60-e6f9e4207606","point","17531.507734,21101.053415,0.000000","","","",""
"327","centres","","6deac266-6f3c-4543-a4f1-4fef8072df79","point","15860.553939,21221.242897,0.000000","","","",""
"328","centres","","6dfda461-f529-4483-9021-b1283ade504d","point","15840.943579,20465.523434,0.000000","","","",""
"329","centres","","6e07a1a3-291e-4bbb-99e5-d57690c554e4","point","17977.937743,21035.968153,0.000000","","","",""
"330","centres","","6e2c9fbf-d687-4670-ac62-ccbecab0f34f","point","16068.582630,21192.660067,0.000000","","","",""
"331","centres","","6e526ff7-edc4-40e5-9478-1431f135d8e8","point","16466.574272,19538.741790,0.000000","","","",""
"332","centres","","6e95b3ba-2ef7-4b12-b516-09744dda15b7","point","15425.147460,21413.333516,0.000000","","","",""
"333","centres","","6e9c0fa3-d2a8-4160-b361-b48aa63d0ff1","point","17774.736343,20729.745383,0.000000","","","",""
"334","centres","","6ea85598-598c-47d4-ad80-1bbc56b9c84b","point","18842.130512,20776.339109,0.000000","","","",""
"335","centres","","6f77a734-eafa-415e-8b5d-f0e49c553259","point","15857.784737,19792.070710,0.000000","","","",""
"336","centres","","70230b23-263f-4787-9527-2e0a2893f38f","point","19207.519343,20997.795255,0.000000","","","",""
"337","centres","","7045bb71-adc1-4929-bafe-27a47e7748f2","point","18239.061040,21253.772305,0.000000","","","",""
"338","centres","","7069c545-0365-4a39-a37f-0463d5eb24f7","point","19023.673781,20760.905235,0.000000","","","",""
"339","centres","","7094f0d0-8628-44b5-8de0-5279a8b42eb6","point","15514.445937,21268.898095,0.000000","","","",""
"340","centres","","70f5cb20-eb48-4c2c-957a-1ad2e9b0bb44","point","15969.764549,20510.271842,0.000000","","","",""
"341","centres","","711db4c3-c26c-4ec1-8b5c-f4e18baf01b7","point","18655.276423,21306.132713,0.000000","","","",""
"342","centres","","71725fc2-ccf5-49d0-95ad-7747b924e0e5","point","15230.870062,20658.409606,0.000000","","","",""
"343","centres","","71e1ebd9-b57c-41fd-bb55-930f66a85674","point","18573.291925,21170.440267,0.000000","","","",""
"344","centres","","72c2aa88-e5cf-48cb-a402-011423b16c5d","point","16520.132102,20022.069296,0.000000","","","",""
"345","centres","","72e49d47-f297-41ae-8cb1-0b9a0f0bcb45","point","19482.856927,20962.603870,0.000000","","","",""
"346","centres","","739779fc-9493-47d7-96df-d6b88b1875a9","point","15745.297912,19698.536972,0.000000","","","",""
"347","centres","","739c7208-fc6f-42da-b877-0ba3a3156a90","point","16838.303444,21017.544074,0.000000","","","",""
"348","centres","","740aa487-9b0b-47f3-ae27-f29f5521466b","point","17636.186842,20846.831661,0.000000","","","",""
"349","centres","","7463ca87-556f-4ef1-94f0-b4e2c48870e3","point","16196.822981,21323.224639,0.000000","","","",""
"350","centres","","747fa719-7670-49de-9cd7-cecd86d2e6a0","point","16996.866410,21109.159138,0.000000","","","",""
"351","centres","","750b5e21-772e-484a-975d-d708eb338a2c","point","18105.514049,21209.323537,0.000000","","","",""
"352","centres","","7539a923-3b89-40e4-8eb1-b96cfcb55b77","point","18197.126291,20802.771350,0.000000","","","",""
"353","centres","","7559a6b8-e70b-45f1-bd39-492e14b81be9","point","18666.759773,20750.438671,0.000000","","","",""
"354","centres","","7610c0d2-f122-4064-9a99-a40ff4307dae","point","16171.608063,19809.180619,0.000000","","","",""
"355","centres","","76c6768a-dd27-49d9-8af8-674ce50b67b2","point","17998.225676,20423.828698,0.000000","","","",""
"356","centres","","77072072-04d0-4fa6-b0b2-1dd853666e12","point","17840.735383,20388.226279,0.000000","","","",""
"357","centres","","772e8e17-0804-4f7f-8e1d-63c6d06cce31","point","16216.590552,20136.327603,0.000000","","","",""
"358","centres","","77439b1f-66db-4fbd-9544-2a900cc0eb54","point","18615.955498,21674.481202,0.000000","","","",""
"359","centres","","7778779f-4e77-4f52-a0f8-6d74e67e1dff","point","16631.635581,19186.612434,0.000000","","","",""
"360","centres","","78efee48-e1e5-4b45-8f27-b08c78c637d7","point","15717.002363,18883.137445,0.000000","","","",""
"361","centres","","790de862-44e3-4514-9ae3-7e19987c0a1d","point","17145.447599,19920.032626,0.000000","","","",""
"362","centres","","7944090c-40c2-4839-aafb-71031ee5703e","point","15482.884284,21155.571907,0.000000","","","",""
"363","centres","","79749f75-149b-410c-8084-597787ebb039","point","17432.622704,21165.609279,0.000000","","","",""
"364","centres","","799e8121-c216-49ac-81b4-671e69fecd9f","point","18622.646302,20794.660106,0.000000","","","",""
"365","centres","","7a85910e-8119-4410-94a1-70dda96e3e7d","point","16833.462198,21357.959666,0.000000","","","",""
"366","centres","","7aa95499-5b51-405c-93e4-c0d0e445434f","point","15030.720717,21561.086389,0.000000","","","",""
"367","centres","","7acda7c5-22ca-4ffd-9b76-980bb468076c","point","14819.166608,21995.484490,0.000000","","","",""
"368","centres","","7b050d63-9409-4076-9712-70ddd7c6a614","point","15332.731489,21078.118946,0.000000","","","",""
"369","centres","","7b932d08-0f4e-488b-a9ee-6509dd8d434e","point","15389.035851,21149.243064,0.000000","","","",""
"370","centres","","7beff7f2-fa4e-413d-b8e5-15fcb323c0b6","point","16193.276489,21434.416054,0.000000","","","",""
"371","centres","","7c1f1b2a-0fef-4c87-90c3-9aab896b9550","point","16634.644373,19775.834754,0.000000","","","",""
"372","centres","","7c4ab151-99b0-48a9-aa04-6fd03a8b7e12","point","16617.004695,19490.994017,0.000000","","","",""
"373","centres","","7c68f99a-cdf2-40c4-bf9d-2ab61086b05e","point","16186.754071,21176.543923,0.000000","","","",""
"374","centres","","7cb8f352-58cf-4331-bb63-77c5afe87451","point","16727.574623,20427.153021,0.000000","","","",""
"375","centres","","7cc6f1d0-764a-44cd-bcf3-d46bae0eb433","point","16796.051108,19436.142307,0.000000","","","",""
"376","centres","","7cd0f2a2-c640-4f9b-9331-ed38cd972dd8","point","18596.965570,21330.191319,0.000000","","","",""
"377","centres","","7d10e718-11b3-4678-8ee8-735a73d97c27","point","15602.087124,20134.605323,0.000000","","","",""
"378","centres","","7d25806f-fd14-4a70-997e-1d7d69ab020e","point","18179.606571,19995.603221,0.000000","","","",""
"379","centres","","7d74e567-6408-4eaa-a89c-34cbfef071a1","point","16365.760641,18923.067149,0.000000","","","",""
"380","centres","","7d8fb187-aeaa-4721-aeb2-5a1504b9ee6d","point","15187.094785,20837.417201,0.000000","","","",""
"381","centres","","7dc59b38-0133-4584-a67b-ef4bd7133e30","point","17057.975231,21240.237612,0.000000","","","",""
"382","centres","","7e75bfb2-bfb9-459e-af57-65e383e26f76","point","16483.298355,19611.464776,0.000000","","","",""
"383","centres","","7e7d2ae3-73b8-4fd6-b767-3ff1cedcfb62","point","15028.594415,21643.523436,0.000000","","","",""
"384","centres","","7e8c591d-17d4-4eab-8aca-1fa5ecd93e74","point","14817.942118,21815.548192,0.000000","","","",""
"385","centres","","7ec0436e-ed1d-43db-b85a-360a445179ff","point","16877.429165,19260.123227,0.000000","","","",""
"386","centres","","7ef68651-6481-4e6a-9862-aecad1f95276","point","18442.275679,20871.500614,0.000000","","","",""
"387","centres","","7efc3115-392b-4fc2-b6ad-5d6d2b9ceb54","point","16025.528701,19912.579681,0.000000","","","",""
"388","centres","","7f12b50c-855f-4ae5-ae1a-6bdbdb6a469e","point","16077.078856,21322.866179,0.000000","","","",""
"389","centres","","7f753e5e-19dc-43e2-a5a2-dad3a543f1da","point","17730.315804,21326.762777,0.000000","","","",""
"390","centres","","7fe39318-b34e-4564-a437-8bebc58b0f87","point","18723.717371,20918.074136,0.000000","","","",""
"391","centres","","8048450a-405c-4122-ab73-968a34a1ddd7","point","18313.360317,20860.710635,0.000000","","","",""
"392","centres","","8051b9d8-00b6-4007-9f3a-1ab971b9b7dc","point","16255.269495,19389.038148,0.000000","","","",""
"393","centres","","806a34e7-4a51-444d-bb95-67aac6c2bad1","point","16152.333993,19427.994041,0.000000","","","",""
"394","centres","","806e1a5e-e0b0-44fa-bf81-864f54f493c5","point","17828.925439,21824.125172,0.000000","","","",""
"395","centres","","807d77cf-bd3e-47e1-8a4e-b4cc40da68f4","point","17744.990906,20555.217558,0.000000","","","",""
"396","centres","","80d7af2b-499d-4959-a676-cdf980943e57","point","16172.997584,20228.451812,0.000000","","","",""
"397","centres","","812b2167-aef7-4d50-8ce2-28ed63506af9","point","17780.802439,21650.168388,0.000000","","","",""
"398","centres","","81381a9a-f526-4130-aed7-f6f358aa527b","point","18282.674968,20217.258555,0.000000","","","",""
"399","centres","","81b2db32-6966-446a-80d9-e4533648350d","point","17248.231501,19545.357721,0.000000","","","",""
"400","centres","","81c6b7a6-787f-4b20-88b0-f2b13886f21e","point","16265.245969,18894.573268,0.000000","","","",""
"401","centres","","81dd6de8-ccf8-4871-8aed-de47aa0ba5d7","point","17964.872346,20294.039134,0.000000","","","",""
"402","centres","","82b89fc9-da6e-472d-945d-1e1aa683db5a","point","17823.170276,20552.678625,0.000000","","","",""
"403","centres","","8321e1d6-a403-4b5e-a99c-73fb6972d948","point","18653.295139,21381.187268,0.000000","","","",""
"404","centres","","832690ad-6b40-4e92-ab48-0892bd903d3b","point","15115.273110,20910.716277,0.000000","","","",""
"405","centres","","833a9c4a-49c3-4694-93d3-da4fba1042c1","point","16397.178722,19923.961334,0.000000","","","",""
"406","centres","","83804411-cecf-4238-bd38-3aa43f1ea570","point","15824.086413,18770.366593,0.000000","","","",""
"407","centres","","8393163a-b0db-47ae-af9d-3284c569f8aa","point","17925.930829,21096.642260,0.000000","","","",""
"408","centres","","83b1bac9-f8a9-4ab7-9a7e-a253b0fef7f2","point","15889.743436,20654.762059,0.000000","","","",""
"409","centres","","83e7d337-9263-40a4-9713-c80b13451da6","point","17349.521409,19436.627301,0.000000","","","",""
"410","centres","","84074dc3-391d-40cd-80b0-91887c302553","point","18067.748026,20582.878460,0.000000","","","",""
"411","centres","","84984543-2d46-4a53-b63b-2e039d7b35a4","point","15966.907919,21322.614473,0.000000","","","",""
"412","centres","","84b583d7-27e4-4091-b11a-cf144b862b3d","point","18173.143786,21235.355036,0.000000","","","",""
"413","centres","","8578c396-26ed-47ef-b56c-1aa18da99ae6","point","17750.031807,20877.233356,0.000000","","","",""
"414","centres","","85f4218f-5120-4e0c-91fd-02b9e986938e","point","18564.659521,20833.894816,0.000000","","","",""
"415","centres","","8617f57c-1e5a-4a25-b0cf-723f36242ac9","point","16162.302207,19901.866530,0.000000","","","",""
"416","centres","","863c33cd-e0d4-4eb4-9d21-878a55ef18a2","point","16354.371918,20573.879844,0.000000","","","",""
"417","centres","","8685a6b1-be68-4711-8afd-b9a5b3df8b08","point","18753.687324,21383.489183,0.000000","","","",""
"418","centres","","86a05505-de36-4fa7-b014-e5dca37ec8d8","point","19565.820948,20954.060700,0.000000","","","",""
"419","centres","","86e6eb68-35fe-4e0c-9d77-e96bdb85e479","point","16024.443558,20075.626107,0.000000","","","",""
"420","centres","","8703c7ad-557d-4df5-b26d-cc157d8084cc","point","15513.207656,20725.542628,0.000000","","","",""
"421","centres","","87657b74-1d79-42a3-a343-4c61bf425890","point","18839.919813,21373.092323,0.000000","","","",""
"422","centres","","87a04cab-1c79-4708-97bb-663e17ccd870","point","18222.878967,21085.601202,0.000000","","","",""
"423","centres","","87bf58ae-6c9b-4b29-aa8e-6c4b34774533","point","17920.801821,19738.158013,0.000000","","","",""
"424","centres","","87e6ee70-ac13-4821-91b1-c02e279b4466","point","17363.445541,20567.739638,0.000000","","","",""
"425","centres","","87f88b32-2c59-4fba-a696-e250297f3b56","point","14868.109576,21248.447614,0.000000","","","",""
"426","centres","","87f98c42-0ae1-4e4f-9db4-33d19d752c77","point","16098.298515,20236.149141,0.000000","","","",""
"427","centres","","8892df7f-1747-4e87-b658-05c8dad0d9a7","point","16297.143561,19142.856433,0.000000","","","",""
"428","centres","","88caaf3d-d531-4b30-8c0f-ae4a403e435c","point","15911.603065,19857.163308,0.000000","","","",""
"429","centres","","88cdfef6-0a60-4681-8ee4-3911b0ee585c","point","15545.874233,20052.272856,0.000000","","","",""
"430","centres","","8962ed2f-3786-46b2-ba71-8d7274fe9295","point","15519.473974,20872.841475,0.000000","","","",""
"431","centres","","8968474a-1593-4ffb-add3-aa57c141e322","point","15993.033500,19831.978741,0.000000","","","",""
"432","centres","","89c6562b-62c8-4648-97ee-06bc50a6565d","point","17784.548878,20936.028891,0.000000","","","",""
"433","centres","","8a21d9c4-7e84-4f53-92b0-04f9dfce6ef1","point","18631.342012,21152.359275,0.000000","","","",""
"434","centres","","8a2bab7f-c73d-4caf-8662-abd9af47c85f","point","15782.297448,19957.234609,0.000000","","","",""
"435","centres","","8a4819f7-9685-4705-a461-a0909aeab442","point","15038.360230,21978.563771,0.000000","","","",""
"436","centres","","8aa59489-dc8e-4f80-b479-6b90796ccad2","point","16367.014152,20156.355143,0.000000","","","",""
"437","centres","","8b258b16-38d3-46b0-b5d7-f1df2aaca400","point","17724.106359,20056.483403,0.000000","","","",""
"438","centres","","8b374b16-f201-4f3b-bd56-63a03bf2b0c8","point","19618.324764,20859.991532,0.000000","","","",""
"439","centres","","8b4bae25-c96f-4cb2-91fa-4db001f695f7","point","15920.420330,19074.726955,0.000000","","","",""
"440","centres","","8c7b7111-066b-4979-8671-67820f7f538e","point","15309.679895,21467.677584,0.000000","","","",""
"441","centres","","8c9f9555-005e-4d3c-a9be-7ee0b7313c23","point","17013.671180,20693.737240,0.000000","","","",""
"442","centres","","8cac44b5-8e5f-4ba4-97b7-a9978c1cf938","point","19246.533169,20930.541936,0.000000","","","",""
"443","centres","","8da4612e-2b4c-432f-b117-1d02d055b857","point","15787.005094,19282.295723,0.000000","","","",""
"444","centres","","8dbce50b-2f54-4e3f-bb97-5b33e7ef77a1","point","14859.824563,21540.956306,0.000000","","","",""
"445","centres","","8dfff284-0ceb-4d1c-bd1f-3cd78ab95438","point","17393.160451,20281.283296,0.000000","","","",""
"446","centres","","8e1d4c8a-d14f-4719-88d4-386aaf3494a5","point","16265.378998,19214.733007,0.000000","","","",""
"447","centres","","8e271acd-7296-4c59-b269-e1814c87ac03","point","16323.976425,19632.787915,0.000000","","","",""
"448","centres","","8e3675d3-18f2-4d27-9ee3-ef7e2d8d4fe8","point","16276.198618,19929.207570,0.000000","","","",""
"449","centres","","8e3b24b8-2470-4eef-b6d4-8993c874d5f5","point","15167.098768,21647.492993,0.000000","","","",""
"450","centres","","8f42fdf4-0aa5-4c31-850a-da933045a695","point","16462.506427,19365.806554,0.000000","","","",""
"451","centres","","8f980c19-34f7-457c-960c-6b618e824cb4","point","15706.934434,20934.501298,0.000000","","","",""
"452","centres","","8fa6a9f5-b134-4ba7-8b5a-b74e8527c902","point","14806.215092,21707.916954,0.000000","","","",""
"453","centres","","8fd332e3-4b15-404f-ad8f-1ba9f99a1a0c","point","18545.751717,21258.771483,0.000000","","","",""
"454","centres","","90390c05-bbf6-45fd-84fa-ec76c88f00d6","point","17738.776784,20208.968796,0.000000","","","",""
"455","centres","","9102ba7d-0e32-4865-bdc8-c34054488d40","point","14894.654366,21851.236782,0.000000","","","",""
"456","centres","","91143170-c67c-431c-83f3-2d649fd3d887","point","18673.356718,20856.561464,0.000000","","","",""
"457","centres","","91349808-2c1d-4738-9cd5-7da71f09c30c","point","18274.081988,21099.893319,0.000000","","","",""
"458","centres","","914df13a-acbb-40ae-b1bc-f0d8ffeeacdf","point","17989.242988,20467.617839,0.000000","","","",""
"459","centres","","915b2479-d88a-40b9-8063-ef3e301b56e5","point","15491.177301,20128.386599,0.000000","","","",""
"460","centres","","91d638d1-6f54-41b4-82ce-492d83474ef2","point","15790.269427,20066.058415,0.000000","","","",""
"461","centres","","9216d851-e9cc-4e65-9955-11236b90970d","point","17951.531550,21344.852502,0.000000","","","",""
"462","centres","","9363d45f-4d7a-4a27-b1e4-aef8d6f5a3bf","point","18813.882832,21254.593586,0.000000","","","",""
"463","centres","","93901dba-abd1-413e-b543-8f2e8dceb913","point","16332.101483,21323.420751,0.000000","","","",""
"464","centres","","941e53e3-31c6-4e3e-a24d-06d63b9e187c","point","18369.086348,21500.566158,0.000000","","","",""
"465","centres","","9431a2f0-421a-4267-a32b-2e3e9b852b46","point","17581.504423,20965.496470,0.000000","","","",""
"466","centres","","9460b049-af00-4166-871d-b905d35dcee1","point","16554.580430,18976.627099,0.000000","","","",""
